player_name,mfl_player_id,year,position,positional_rank
Saquon Barkley,13604,2018,RB,3
Josh Rosen,13591,2018,QB,23
Rashaad Penny,13608,2018,RB,17
Sam Darnold,13592,2018,QB,21
Derrius Guice,13605,2018,RB,14
Ronald Jones,13606,2018,RB,23
Royce Freeman,13617,2018,RB,13
Sony Michel,13607,2018,RB,19
Christian Kirk,13633,2018,WR,37
Calvin Ridley,13629,2018,WR,25
D.J. Moore,13635,2018,WR,26
Baker Mayfield,13590,2018,QB,19
Hayden Hurst,13680,2018,TE,9
Josh Allen,13589,2018,QB,27
Courtland Sutton,13630,2018,WR,34
Nick Chubb,13610,2018,RB,27
Lamar Jackson,13593,2018,QB,17
Kerryon Johnson,13612,2018,RB,33
Mike Gesicki,13672,2018,TE,10
Anthony Miller,13639,2018,WR,45
Dante Pettis,13634,2018,WR,63
Michael Gallup,13646,2018,WR,47
James Washington,13631,2018,WR,55
Jordan Wilkins,13789,2018,RB,55
Chase Edmonds,13726,2018,RB,99
D.J. Chark,13668,2018,WR,69
Dallas Goedert,13674,2018,TE,18
Mason Rudolph,13595,2018,QB,33
Tre'Quan Smith,13645,2018,WR,66
Kalen Ballage,13621,2018,RB,50
Equanimeous St. Brown,13637,2018,WR,90
Nyheim Hines,13622,2018,RB,49
Bo Scarbrough,13615,2018,RB,86
John Kelly,13619,2018,RB,53
Keke Coutee,13662,2018,WR,84
DaeSean Hamilton,13649,2018,WR,99
