player_name,mfl_player_id,year,position,positional_rank
Josh Jacobs,14073,2020,RB,9
Kyler Murray,14056,2020,QB,5
David Montgomery,14071,2020,RB,25
N'Keal Harry,14101,2020,WR,60
Miles Sanders,14079,2020,RB,13
DK Metcalf,14102,2020,WR,26
T.J. Hockenson,14138,2020,TE,15
Dwayne Haskins,14058,2020,QB,28
Deebo Samuel,14136,2020,WR,30
Noah Fant,14137,2020,TE,12
A.J. Brown,14104,2020,WR,16
Marquise Brown,14105,2020,WR,85
Parris Campbell,14112,2020,WR,64
Mecole Hardman,14113,2020,WR,55
Darrell Henderson,14087,2020,RB,45
Devin Singletary,14080,2020,RB,24
Hakeem Butler,14106,2020,WR,133
Alexander Mattison,14223,2020,RB,48
Damien Harris,14075,2020,RB,70
Darwin Thompson,14284,2020,RB,80
Justice Hill,14086,2020,RB,62
Jace Sternberger,14140,2020,TE,28
JJ Arcega-Whiteside,14107,2020,WR,98
Andy Isabella,14121,2020,WR,86
Irv Smith Jr.,14141,2020,TE,23
Drew Lock,14057,2020,QB,23
Andrew Beck,14319,2020,TE,999
Benny Snell,14072,2020,RB,118
Ryquell Armstead,14093,2020,RB,61
Miles Boykin,14125,2020,WR,82
Daniel Jones,14059,2020,QB,14
Terry McLaurin,14109,2020,WR,27
Diontae Johnson,14208,2020,WR,47
Jalen Hurd,14116,2020,WR,96
Will Grier,14062,2020,QB,49
Kelvin Harmon,14114,2020,WR,89
