player_name,mfl_player_id,year,position,positional_rank
Josh Jacobs,14073,2021,RB,21
Kyler Murray,14056,2021,QB,3
David Montgomery,14071,2021,RB,20
N'Keal Harry,14101,2021,WR,99
Miles Sanders,14079,2021,RB,19
DK Metcalf,14102,2021,WR,6
T.J. Hockenson,14138,2021,TE,4
Dwayne Haskins,14058,2021,QB,47
Deebo Samuel,14136,2021,WR,34
Noah Fant,14137,2021,TE,8
A.J. Brown,14104,2021,WR,7
Marquise Brown,14105,2021,WR,105
Parris Campbell,14112,2021,WR,64
Mecole Hardman,14113,2021,WR,58
Darrell Henderson,14087,2021,RB,47
Devin Singletary,14080,2021,RB,41
Hakeem Butler,14106,2021,WR,0
Alexander Mattison,14223,2021,RB,52
Damien Harris,14075,2021,RB,32
Darwin Thompson,14284,2021,RB,111
Justice Hill,14086,2021,RB,91
Jace Sternberger,14140,2021,TE,61
JJ Arcega-Whiteside,14107,2021,WR,172
Andy Isabella,14121,2021,WR,106
Irv Smith Jr.,14141,2021,TE,13
Drew Lock,14057,2021,QB,35
Andrew Beck,14319,2021,TE,0
Benny Snell,14072,2021,RB,0
Ryquell Armstead,14093,2021,RB,98
Miles Boykin,14125,2021,WR,109
Daniel Jones,14059,2021,QB,19
Terry McLaurin,14109,2021,WR,12
Diontae Johnson,14208,2021,WR,22
Jalen Hurd,14116,2021,WR,137
Will Grier,14062,2021,QB,78
Kelvin Harmon,14114,2021,WR,152
