player_name,mfl_player_id,year,position,positional_rank
Josh Jacobs,14073,2023,RB,7
Kyler Murray,14056,2023,QB,22
David Montgomery,14071,2023,RB,26
N'Keal Harry,14101,2023,WR,206
Miles Sanders,14079,2023,RB,20
DK Metcalf,14102,2023,WR,15
T.J. Hockenson,14138,2023,TE,3
Dwayne Haskins,14058,2023,QB,999
Deebo Samuel,14136,2023,WR,18
Noah Fant,14137,2023,TE,23
A.J. Brown,14104,2023,WR,8
Marquise Brown,14105,2023,WR,33
Parris Campbell,14112,2023,WR,83
Mecole Hardman,14113,2023,WR,81
Darrell Henderson,14087,2023,RB,99
Devin Singletary,14080,2023,RB,47
Hakeem Butler,14106,2023,WR,999
Alexander Mattison,14223,2023,RB,33
Damien Harris,14075,2023,RB,38
Darwin Thompson,14284,2023,RB,999
Justice Hill,14086,2023,RB,128
Jace Sternberger,14140,2023,TE,999
JJ Arcega-Whiteside,14107,2023,WR,999
Andy Isabella,14121,2023,WR,999
Irv Smith Jr.,14141,2023,TE,22
Drew Lock,14057,2023,QB,57
Andrew Beck,14319,2023,TE,98
Benny Snell,14072,2023,RB,999
Ryquell Armstead,14093,2023,RB,999
Miles Boykin,14125,2023,WR,197
Daniel Jones,14059,2023,QB,12
Terry McLaurin,14109,2023,WR,21
Diontae Johnson,14208,2023,WR,34
Jalen Hurd,14116,2023,WR,999
Will Grier,14062,2023,QB,999
Kelvin Harmon,14114,2023,WR,999
